time,ECI_X,ECI_Y,ECI_Z,Vx,Vy,Vz,v,r,E,a,n,T,h,h_x,h_y,h_z,e,e_x,e_y,e_z,p,ra,rp,b,f,E_anom,M,gamma,i,laan,omega,lat,lon,alt
2.2526970523e+02,6.7935388228e+03,1.4083696977e+03,9.7043460410e-01,-1.8320499043e+00,6.1219634590e+00,-2.6234962768e-04,6.3902146688e+00,6.9379878844e+03,-3.7011015225e+01,5.3826921198e+03,1.5983833877e-03,3.9309625934e+03,4.4170000451e+04,-6.3104504515e+00,4.3977572721e-03,4.4170000000e+04,3.0051164444e-01,-3.0051162361e-01,1.0334233620e-04,-4.2933306890e-05,4.8965960053e+03,7.0002537803e+03,3.7651304594e+03,5.1338941099e+03,3.3463511275e+00,-2.8632288475e+00,-2.7806534145e+00,-8.6361842674e-02,1.4286737428e-04,1.5714932274e+00,4.7127419930e+00,1.3646069677e-04,4.5059690631e+00,6.5998788287e+02
2.3556705541e+02,6.7742433708e+03,1.4713191009e+03,9.6767149583e-01,-1.9155993205e+00,6.1042303718e+00,-2.7431364905e-04,6.3977456392e+00,6.9321824904e+03,-3.7010956107e+01,5.3827007176e+03,1.5983795581e-03,3.9309720119e+03,4.4170000451e+04,-6.3104926462e+00,4.5965587227e-03,4.4170000000e+04,3.0051406207e-01,-3.0051403711e-01,1.1471348622e-04,-4.2933940425e-05,4.8965960053e+03,7.0002779752e+03,3.7651234601e+03,5.1338982101e+03,3.3558458171e+00,-2.8504022319e+00,-2.7641268274e+00,-9.0211029883e-02,1.4286833399e-04,1.5715247260e+00,4.7127356554e+00,1.3618610802e-04,4.5146750220e+00,6.5418248891e+02
2.4586440559e+02,6.7540877266e+03,1.5340816725e+03,9.6478521083e-01,-1.9991202218e+00,6.0856755154e+00,-2.8627355095e-04,6.4056169275e+00,6.9261178540e+03,-3.7010894138e+01,5.3827097303e+03,1.5983755437e-03,3.9309818847e+03,4.4170000451e+04,-6.3105367430e+00,4.7950522129e-03,4.4170000000e+04,3.0051659631e-01,-3.0051656678e-01,1.2610021259e-04,-4.2934603605e-05,4.8965960053e+03,7.0003033373e+03,3.7651161232e+03,5.1339025081e+03,3.3653567650e+00,-2.8375645893e+00,-2.7476001513e+00,-9.4046181422e-02,1.4286933489e-04,1.5715561752e+00,4.7127292173e+00,1.3589879552e-04,4.5233971881e+00,6.4811785253e+02
2.5616175577e+02,6.7330721929e+03,1.5966489303e+03,9.6177579285e-01,-2.0826108302e+00,6.0662949209e+00,-2.9822907686e-04,6.4138289677e+00,6.9197940638e+03,-3.7010829288e+01,5.3827191617e+03,1.5983713428e-03,3.9309922163e+03,4.4170000451e+04,-6.3105827437e+00,4.9932220581e-03,4.4170000000e+04,3.0051924828e-01,-3.0051921376e-01,1.3750316194e-04,-4.2935296606e-05,4.8965960053e+03,7.0003298779e+03,3.7651084455e+03,5.1339070058e+03,3.3748847255e+00,-2.8247154183e+00,-2.7310733822e+00,-9.7866695157e-02,1.4287037929e-04,1.5715875724e+00,4.7127226741e+00,1.3559869795e-04,4.5321363137e+00,6.4179406236e+02
2.6645910594e+02,6.7111970910e+03,1.6590123501e+03,9.5864328829e-01,-2.1660692937e+00,6.0460844378e+00,-3.1017995962e-04,6.4223822146e+00,6.9132112141e+03,-3.7010761530e+01,5.3827290162e+03,1.5983669534e-03,3.9310030115e+03,4.4170000451e+04,-6.3106306505e+00,5.1910522735e-03,4.4170000000e+04,3.0052201919e-01,-3.0052197922e-01,1.4892297521e-04,-4.2936019613e-05,4.8965960053e+03,7.0003576089e+03,3.7651004235e+03,5.1339117053e+03,3.3844304586e+00,-2.8118542147e+00,-2.7145465163e+00,-1.0167197034e-01,1.4287146799e-04,1.5716189151e+00,4.7127160210e+00,1.3528575118e-04,4.5408931566e+00,6.3521121260e+02
2.7675645612e+02,6.6884627618e+03,1.7211633642e+03,9.5538774641e-01,-2.2494936825e+00,6.0250397320e+00,-3.2212592089e-04,6.4312771441e+00,6.9063694047e+03,-3.7010690832e+01,5.3827392983e+03,1.5983623736e-03,3.9310142750e+03,4.4170000451e+04,-6.3106804653e+00,5.3885265606e-03,4.4170000000e+04,3.0052491028e-01,-3.0052486443e-01,1.6036028730e-04,-4.2936772818e-05,4.8965960053e+03,7.0003865430e+03,3.7650920537e+03,5.1339166087e+03,3.3939947302e+00,-2.7989804719e+00,-2.6980195496e+00,-1.0546140763e-01,1.4287260018e-04,1.5716502007e+00,4.7127092536e+00,1.3495988826e-04,4.5496684808e+00,6.2836940326e+02
2.8705380630e+02,6.6648695665e+03,1.7830933591e+03,9.5200921936e-01,-2.3328819852e+00,6.0031562847e+00,-3.3406667058e-04,6.4405142533e+00,6.8992687418e+03,-3.7010617163e+01,5.3827500126e+03,1.5983576013e-03,3.9310260120e+03,4.4170000451e+04,-6.3107321901e+00,5.5856282927e-03,4.4170000000e+04,3.0052792286e-01,-3.0052787068e-01,1.7181572654e-04,-4.2937556423e-05,4.8965960053e+03,7.0004166932e+03,3.7650833321e+03,5.1339217183e+03,3.4035783124e+00,-2.7860936807e+00,-2.6814924782e+00,-1.0923440908e-01,1.4287377511e-04,1.5716814264e+00,4.7127023670e+00,1.3462103938e-04,4.5584630561e+00,6.2126874034e+02
2.9735115647e+02,6.6404178874e+03,1.8447936740e+03,9.4850776236e-01,-2.4162321044e+00,5.9804293905e+00,-3.4600190623e-04,6.4500940611e+00,6.8919093376e+03,-3.7010540488e+01,5.3827611641e+03,1.5983526343e-03,3.9310382279e+03,4.4170000451e+04,-6.3107858269e+00,5.7823405004e-03,4.4170000000e+04,3.0053105830e-01,-3.0053099934e-01,1.8328991428e-04,-4.2938370637e-05,4.8965960053e+03,7.0004480733e+03,3.7650742549e+03,5.1339270362e+03,3.4131819834e+00,-2.7731933290e+00,-2.6649652982e+00,-1.1299037819e-01,1.4287499355e-04,1.5717125897e+00,4.7126953565e+00,1.3426913184e-04,4.5672776589e+00,6.1390933618e+02
3.0764850665e+02,6.6151081289e+03,1.9062555985e+03,9.4488343379e-01,-2.4995418527e+00,5.9568541560e+00,-3.5793131244e-04,6.4600171081e+00,6.8842913111e+03,-3.7010460773e+01,5.3827727577e+03,1.5983474704e-03,3.9310509282e+03,4.4170000451e+04,-6.3108413777e+00,5.9786458578e-03,4.4170000000e+04,3.0053431803e-01,-3.0053425184e-01,1.9478346438e-04,-4.2939215677e-05,4.8965960053e+03,7.0004806976e+03,3.7650648179e+03,5.1339325651e+03,3.4228065284e+00,-2.7602789020e+00,-2.6484380056e+00,-1.1672871986e-01,1.4287625471e-04,1.5717436876e+00,4.7126882173e+00,1.3390409005e-04,4.5761130723e+00,6.0629130966e+02
3.1832122544e+02,6.5879706433e+03,1.9696970473e+03,9.4099738202e-01,-2.5858434418e+00,5.9315188126e+00,-3.7028907686e-04,6.4706647160e+00,6.8761227840e+03,-3.7010374905e+01,5.3827852464e+03,1.5983419079e-03,3.9310646089e+03,4.4170000451e+04,-6.3109009754e+00,6.1816588463e-03,4.4170000000e+04,3.0053782934e-01,-3.0053775518e-01,2.0671706902e-04,-4.2940124297e-05,4.8965960053e+03,7.0005158401e+03,3.7650546526e+03,5.1339385207e+03,3.4328047916e+00,-2.7468782984e+00,-2.6313081219e+00,-1.2058409790e-01,1.4287760833e-04,1.5717758473e+00,4.7126806770e+00,1.3351179635e-04,4.5852933683e+00,5.9812278259e+02
3.2899394424e+02,6.5599123415e+03,2.0328631807e+03,9.3697947631e-01,-2.6720965579e+00,5.9052608138e+00,-3.8263984310e-04,6.4816823002e+00,6.8676767191e+03,-3.7010285689e+01,5.3827982220e+03,1.5983361286e-03,3.9310788231e+03,4.4170000451e+04,-6.3109626333e+00,6.3841956251e-03,4.4170000000e+04,3.0054147750e-01,-3.0054139488e-01,2.1867278877e-04,-4.2941066536e-05,4.8965960053e+03,7.0005523527e+03,3.7650440912e+03,5.1339447086e+03,3.4428272193e+00,-2.7334614379e+00,-2.6141781087e+00,-1.2441924279e-01,1.4287900933e-04,1.5718079305e+00,4.7126729880e+00,1.3310521823e-04,4.5944977565e+00,5.8967671764e+02
3.3966666303e+02,6.5309337553e+03,2.0957441193e+03,9.3282979345e-01,-2.7582984283e+00,5.8780740592e+00,-3.9498321150e-04,6.4930705387e+00,6.8589532729e+03,-3.7010193081e+01,5.3828116909e+03,1.5983301295e-03,3.9310935777e+03,4.4170000451e+04,-6.3110263532e+00,6.5862355872e-03,4.4170000000e+04,3.0054526432e-01,-3.0054517274e-01,2.3065127766e-04,-4.2942042668e-05,4.8965960053e+03,7.0005902533e+03,3.7650331285e+03,5.1339511317e+03,3.4528747103e+00,-2.7200277364e+00,-2.5970479618e+00,-1.2823349673e-01,1.4288045617e-04,1.5718399341e+00,4.7126651449e+00,1.3268426145e-04,4.6037271335e+00,5.8095327152e+02
3.5033938182e+02,6.5010354472e+03,2.1583299171e+03,9.2854841462e-01,-2.8444461547e+00,5.8499522231e+00,-4.0731876431e-04,6.5048301366e+00,6.8499526114e+03,-3.7010097035e+01,5.3828256600e+03,1.5983239077e-03,3.9311088802e+03,4.4170000451e+04,-6.3110921372e+00,6.7877576440e-03,4.4170000000e+04,3.0054919166e-01,-3.0054909064e-01,2.4265317827e-04,-4.2943052974e-05,4.8965960053e+03,7.0006295609e+03,3.7650217590e+03,5.1339577933e+03,3.4629481722e+00,-2.7065766061e+00,-2.5799176768e+00,-1.3202620350e-01,1.4288195039e-04,1.5718718546e+00,4.7126571422e+00,1.3224882829e-04,4.6129824050e+00,5.7195260999e+02
3.6101210061e+02,6.4702180109e+03,2.2206105594e+03,9.2413542555e-01,-2.9305367073e+00,5.8208887521e+00,-4.1964606490e-04,6.5169618254e+00,6.8406749096e+03,-3.7009997503e+01,5.3828401361e+03,1.5983174601e-03,3.9311247383e+03,4.4170000451e+04,-6.3111599869e+00,6.9887402060e-03,4.4170000000e+04,3.0055326150e-01,-3.0055315053e-01,2.5467912094e-04,-4.2944097746e-05,4.8965960053e+03,7.0006702952e+03,3.7650099771e+03,5.1339646968e+03,3.4730485224e+00,-2.6931074552e+00,-2.5627872493e+00,-1.3579670842e-01,1.4288349121e-04,1.5719036886e+00,4.7126489744e+00,1.3179881754e-04,4.6222644862e+00,5.6267490820e+02
3.7168481940e+02,6.4384820734e+03,2.2825759606e+03,9.1959091671e-01,-3.0165669192e+00,5.7908768622e+00,-4.3196465688e-04,6.5294663639e+00,6.8311203526e+03,-3.7009894436e+01,5.3828551267e+03,1.5983107835e-03,3.9311411598e+03,4.4170000451e+04,-6.3112299039e+00,7.1891611653e-03,4.4170000000e+04,3.0055747587e-01,-3.0055735445e-01,2.6672972284e-04,-4.2945177288e-05,4.8965960053e+03,7.0007124765e+03,3.7649977768e+03,5.1339718455e+03,3.4831766878e+00,-2.6796196875e+00,-2.5456566751e+00,-1.3954435832e-01,1.4288507942e-04,1.5719354325e+00,4.7126406360e+00,1.3133412441e-04,4.6315743020e+00,5.5312035119e+02
3.8235753820e+02,6.4058282964e+03,2.3442159610e+03,9.1491498360e-01,-3.1025334793e+00,5.7599095372e+00,-4.4427406317e-04,6.5423445388e+00,6.8212891356e+03,-3.7009787780e+01,5.3828706392e+03,1.5983038744e-03,3.9311581532e+03,4.4170000451e+04,-6.3113018897e+00,7.3889978757e-03,4.4170000000e+04,3.0056183689e-01,-3.0056170451e-01,2.7880558708e-04,-4.2946291912e-05,4.8965960053e+03,7.0007561262e+03,3.7649851521e+03,5.1339792431e+03,3.4933336055e+00,-2.6661127027e+00,-2.5285259499e+00,-1.4326850150e-01,1.4288671345e-04,1.5719670828e+00,4.7126321215e+00,1.3085464053e-04,4.6409127906e+00,5.4328913427e+02
3.9303025699e+02,6.3722573774e+03,2.4055203253e+03,9.1010772688e-01,-3.1884329264e+00,5.7279795256e+00,-4.5657378505e-04,6.5555971643e+00,6.8111814649e+03,-3.7009677481e+01,5.3828866815e+03,1.5982967294e-03,3.9311757269e+03,4.4170000451e+04,-6.3113759456e+00,7.5882271346e-03,4.4170000000e+04,3.0056634677e-01,-3.0056620292e-01,2.9090730174e-04,-4.2947441943e-05,4.8965960053e+03,7.0008012664e+03,3.7649720965e+03,5.1339868934e+03,3.5035202230e+00,-2.6525858960e+00,-2.5113950693e+00,-1.4696848762e-01,1.4288839719e-04,1.5719986357e+00,4.7126234253e+00,1.3036025390e-04,4.6502808917e+00,5.3318146355e+02
4.0370297578e+02,6.3377700520e+03,2.4664787391e+03,9.0516925267e-01,-3.2742616424e+00,5.6950793381e+00,-4.6886330124e-04,6.5692250829e+00,6.8007975577e+03,-3.7009563485e+01,5.3829032617e+03,1.5982893449e-03,3.9311938901e+03,4.4170000451e+04,-6.3114520724e+00,7.7868251635e-03,4.4170000000e+04,3.0057100779e-01,-3.0057085196e-01,3.0303543874e-04,-4.2948627716e-05,4.8965960053e+03,7.0008479200e+03,3.7649586035e+03,5.1339948002e+03,3.5137374989e+00,-2.6390386581e+00,-2.4942640291e+00,-1.5064366773e-01,1.4289012519e-04,1.5720300874e+00,4.7126145417e+00,1.2985084885e-04,4.6596795649e+00,5.2279755639e+02
4.1437569457e+02,6.3023670950e+03,2.5270808069e+03,9.0009967279e-01,-3.3600158448e+00,5.6612012455e+00,-4.8114206685e-04,6.5832291659e+00,6.7901376433e+03,-3.7009445732e+01,5.3829203885e+03,1.5982817170e-03,3.9312126519e+03,4.4170000451e+04,-6.3115302712e+00,7.9847675887e-03,4.4170000000e+04,3.0057582233e-01,-3.0057565400e-01,3.1519055281e-04,-4.2949849575e-05,4.8965960053e+03,7.0008961108e+03,3.7649446662e+03,5.1340029676e+03,3.5239864027e+00,-2.6254703747e+00,-2.4771328249e+00,-1.5429339412e-01,1.4289190135e-04,1.5720614341e+00,4.7126054651e+00,1.2932630602e-04,4.6691097783e+00,5.1213764194e+02
4.2504841337e+02,6.2660493226e+03,2.5873160496e+03,8.9489910498e-01,-3.4456915802e+00,5.6263372753e+00,-4.9340951234e-04,6.5976103132e+00,6.7792019630e+03,-3.7009324162e+01,5.3829380706e+03,1.5982738419e-03,3.9312320221e+03,4.4170000451e+04,-6.3116105423e+00,8.1820294216e-03,4.4170000000e+04,3.0058079285e-01,-3.0058061151e-01,3.2737318026e-04,-4.2951107878e-05,4.8965960053e+03,7.0009458637e+03,3.7649302775e+03,5.1340113998e+03,3.5342679160e+00,-2.6118804268e+00,-2.4600014527e+00,-1.5791702025e-01,1.4289372410e-04,1.5720926718e+00,4.7125961898e+00,1.2878650229e-04,4.6785725113e+00,5.0120196164e+02
4.3609271460e+02,6.2275048775e+03,2.6492509902e+03,8.8937969774e-01,-3.5342631951e+00,5.5892127611e+00,-5.0609151008e-04,6.6128901304e+00,6.7675954813e+03,-3.7009194274e+01,5.3829569627e+03,1.5982654279e-03,3.9312527178e+03,4.4170000451e+04,-6.3116957903e+00,8.3854152984e-03,4.4170000000e+04,3.0058610339e-01,-3.0058590802e-01,3.4000947623e-04,-4.2952448752e-05,4.8965960053e+03,7.0009990208e+03,3.7649149045e+03,5.1340204090e+03,3.5449427819e+00,-2.5977938563e+00,-2.4422734513e+00,-1.6163864040e-01,1.4289566104e-04,1.5721248779e+00,4.7125863762e+00,1.2821170235e-04,4.6883999932e+00,4.8959548000e+02
4.4713701584e+02,6.1879827311e+03,2.7107699949e+03,8.8372030031e-01,-3.6227415681e+00,5.5510143371e+00,-5.1876005830e-04,6.6285757828e+00,6.7556942668e+03,-3.7009060159e+01,5.3829764696e+03,1.5982567401e-03,3.9312740872e+03,4.4170000451e+04,-6.3117832576e+00,8.5880157934e-03,4.4170000000e+04,3.0059158664e-01,-3.0059137668e-01,3.5267633657e-04,-4.2953829465e-05,4.8965960053e+03,7.0010539075e+03,3.7648990318e+03,5.1340297114e+03,3.5556547461e+00,-2.5836827208e+00,-2.4245452608e+00,-1.6533090602e-01,1.4289764691e-04,1.5721569582e+00,4.7125763374e+00,1.2762027949e-04,4.6982644770e+00,4.7769426551e+02
4.5818131707e+02,6.1474839408e+03,2.7718611501e+03,8.7792106520e-01,-3.7111216862e+00,5.5117323284e+00,-5.3141443496e-04,6.6446683674e+00,6.7434986326e+03,-3.7008921742e+01,5.3829966025e+03,1.5982477737e-03,3.9312961422e+03,4.4170000451e+04,-6.3118729437e+00,8.7898010014e-03,4.4170000000e+04,3.0059724566e-01,-3.0059702054e-01,3.6537428423e-04,-4.2955250452e-05,4.8965960053e+03,7.0011105546e+03,3.7648826504e+03,5.1340393123e+03,3.5664049386e+00,-2.5695463167e+00,-2.4068168764e+00,-1.6899310406e-01,1.4289968402e-04,1.5721889079e+00,4.7125660668e+00,1.2701208431e-04,4.7081670848e+00,4.6549863135e+02
4.6922561831e+02,6.1060096205e+03,2.8325124334e+03,8.7198215306e-01,-3.7993983029e+00,5.4713567688e+00,-5.4405388449e-04,6.6611690154e+00,6.7310089089e+03,-3.7008778946e+01,5.3830173725e+03,1.5982385237e-03,3.9313188952e+03,4.4170000451e+04,-6.3119648477e+00,8.9907402199e-03,4.4170000000e+04,3.0060308363e-01,-3.0060284276e-01,3.7810381453e-04,-4.2956712159e-05,4.8965960053e+03,7.0011689938e+03,3.7648657511e+03,5.1340492170e+03,3.5771945042e+00,-2.5553839342e+00,-2.3890882935e+00,-1.7262452237e-01,1.4290177004e-04,1.5722207223e+00,4.7125555580e+00,1.2638696293e-04,4.7181089660e+00,4.5300890758e+02
4.8026991954e+02,6.0635609433e+03,2.8927117111e+03,8.6590373308e-01,-3.8875659283e+00,5.4298773970e+00,-5.5667761624e-04,6.6780788932e+00,6.7182254433e+03,-3.7008631690e+01,5.3830387913e+03,1.5982289847e-03,3.9313423592e+03,4.4170000451e+04,-6.3120589681e+00,9.1908019248e-03,4.4170000000e+04,3.0060910381e-01,-3.0060884663e-01,3.9086539324e-04,-4.2958215048e-05,4.8965960053e+03,7.0012292582e+03,3.7648483245e+03,5.1340594311e+03,3.5880246038e+00,-2.5411948569e+00,-2.3713595078e+00,-1.7622444951e-01,1.4290390732e-04,1.5722523961e+00,4.7125448046e+00,1.2574475690e-04,4.7280912741e+00,4.4022544198e+02
4.9131422078e+02,6.0201391445e+03,2.9524467343e+03,8.5968598340e-01,-3.9756188178e+00,5.3872836535e+00,-5.6928480298e-04,6.6953992018e+00,6.7051486021e+03,-3.7008479890e+01,5.3830608713e+03,1.5982191514e-03,3.9313665473e+03,4.4170000451e+04,-6.3121553029e+00,9.3899537470e-03,4.4170000000e+04,3.0061530963e-01,-3.0061503555e-01,4.0365945455e-04,-4.2959759590e-05,4.8965960053e+03,7.0012913819e+03,3.7648303607e+03,5.1340699604e+03,3.5988964147e+00,-2.5269783617e+00,-2.3536305145e+00,-1.7979217467e-01,1.4290609506e-04,1.5722839244e+00,4.7125338001e+00,1.2508530319e-04,4.7381151879e+00,4.2714860085e+02
5.0235852202e+02,5.9757455241e+03,3.0117051357e+03,8.5332909147e-01,-4.0635509617e+00,5.3435646766e+00,-5.8187457929e-04,6.7131311778e+00,6.6917787711e+03,-3.7008323459e+01,5.3830836249e+03,1.5982090182e-03,3.9313914736e+03,4.4170000451e+04,-6.3122538495e+00,9.5881624481e-03,4.4170000000e+04,3.0062170461e-01,-3.0062141303e-01,4.1648639887e-04,-4.2961346276e-05,4.8965960053e+03,7.0013554003e+03,3.7648118496e+03,5.1340808110e+03,3.6098111307e+00,-2.5127337187e+00,-2.3359013093e+00,-1.8332698744e-01,1.4290833404e-04,1.5723153017e+00,4.7125225379e+00,1.2440843413e-04,4.7481819031e+00,4.1377876988e+02
5.0235852265e+02,5.9757455205e+03,3.0117051412e+03,8.5332909095e-01,-5.8637928503e+00,8.9155569885e+00,-8.3991923932e-04,1.0671046046e+01,6.6917787704e+03,-2.6057767154e+00,7.6452789996e+04,2.9860031296e-05,2.1042125659e+05,7.0937115535e+04,-1.0137493232e+01,1.5398609484e-02,7.0937114811e+04,9.1367741305e-01,6.9431089036e-01,5.9391817014e-01,9.9093774202e-05,1.2629510454e+04,1.4630597738e+05,6.5996026123e+03,3.1073482433e+04,6.0423938178e+00,-5.1378208125e-02,-4.4557498918e-03,-1.1493856753e-01,1.4290833326e-04,1.5723153017e+00,2.2799398518e+00,1.2440843407e-04,4.7481819041e+00,4.1377876911e+02
5.0235852328e+02,5.9757455168e+03,3.0117051468e+03,8.5332909042e-01,-5.8637928553e+00,8.9155569860e+00,-8.3991924004e-04,1.0671046046e+01,6.6917787696e+03,-2.6057767154e+00,7.6452789996e+04,2.9860031296e-05,2.1042125659e+05,7.0937115535e+04,-1.0137493232e+01,1.5398609495e-02,7.0937114811e+04,9.1367741305e-01,6.9431089035e-01,5.9391817014e-01,9.9093774202e-05,1.2629510454e+04,1.4630597738e+05,6.5996026123e+03,3.1073482433e+04,6.0423938188e+00,-5.1378207910e-02,-4.4557498729e-03,-1.1493856705e-01,1.4290833326e-04,1.5723153017e+00,2.2799398518e+00,1.2440843400e-04,4.7481819051e+00,4.1377876833e+02
5.0235852612e+02,5.9757455001e+03,3.0117051721e+03,8.5332908803e-01,-5.8637928779e+00,8.9155569746e+00,-8.3991924328e-04,1.0671046049e+01,6.6917787661e+03,-2.6057767154e+00,7.6452789997e+04,2.9860031295e-05,2.1042125660e+05,7.0937115535e+04,-1.0137493232e+01,1.5398609546e-02,7.0937114811e+04,9.1367741305e-01,6.9431089035e-01,5.9391817015e-01,9.9093774201e-05,1.2629510454e+04,1.4630597738e+05,6.5996026123e+03,3.1073482433e+04,6.0423938233e+00,-5.1378206941e-02,-4.4557497881e-03,-1.1493856490e-01,1.4290833326e-04,1.5723153017e+00,2.2799398518e+00,1.2440843372e-04,4.7481819096e+00,4.1377876485e+02
5.0235853892e+02,5.9757454251e+03,3.0117052862e+03,8.5332907729e-01,-5.8637929797e+00,8.9155569233e+00,-8.3991925785e-04,1.0671046062e+01,6.6917787504e+03,-2.6057767152e+00,7.6452790003e+04,2.9860031292e-05,2.1042125662e+05,7.0937115535e+04,-1.0137493232e+01,1.5398609775e-02,7.0937114811e+04,9.1367741305e-01,6.9431089034e-01,5.9391817017e-01,9.9093774199e-05,1.2629510454e+04,1.4630597739e+05,6.5996026123e+03,3.1073482434e+04,6.0423938435e+00,-5.1378202581e-02,-4.4557494061e-03,-1.1493855525e-01,1.4290833326e-04,1.5723153017e+00,2.2799398519e+00,1.2440843244e-04,4.7481819269e+00,4.1377874920e+02
5.0235859649e+02,5.9757450875e+03,3.0117057995e+03,8.5332902893e-01,-5.8637934378e+00,8.9155566924e+00,-8.3991932343e-04,1.0671046121e+01,6.6917786800e+03,-2.6057767144e+00,7.6452790027e+04,2.9860031278e-05,2.1042125672e+05,7.0937115535e+04,-1.0137493232e+01,1.5398610806e-02,7.0937114811e+04,9.1367741308e-01,6.9431089029e-01,5.9391817028e-01,9.9093774187e-05,1.2629510454e+04,1.4630597744e+05,6.5996026122e+03,3.1073482439e+04,6.0423939346e+00,-5.1378182959e-02,-4.4557476872e-03,-1.1493851180e-01,1.4290833326e-04,1.5723153018e+00,2.2799398521e+00,1.2440842670e-04,4.7481820152e+00,4.1377867874e+02
5.0235885555e+02,5.9757435684e+03,3.0117081092e+03,8.5332881134e-01,-5.8637954989e+00,8.9155556536e+00,-8.3991961854e-04,1.0671046386e+01,6.6917783629e+03,-2.6057767106e+00,7.6452790136e+04,2.9860031214e-05,2.1042125717e+05,7.0937115535e+04,-1.0137493235e+01,1.5398615444e-02,7.0937114811e+04,9.1367741321e-01,6.9431089004e-01,5.9391817076e-01,9.9093774137e-05,1.2629510454e+04,1.4630597766e+05,6.5996026117e+03,3.1073482461e+04,6.0423943444e+00,-5.1378094663e-02,-4.4557399521e-03,-1.1493831628e-01,1.4290833326e-04,1.5723153023e+00,2.2799398531e+00,1.2440840087e-04,4.7481824080e+00,4.1377836169e+02
5.0236002136e+02,5.9757367324e+03,3.0117185030e+03,8.5332783216e-01,-5.8638047742e+00,8.9155509790e+00,-8.3992094653e-04,1.0671047577e+01,6.6917769362e+03,-2.6057766939e+00,7.6452790628e+04,2.9860030926e-05,2.1042125920e+05,7.0937115535e+04,-1.0137493245e+01,1.5398636315e-02,7.0937114811e+04,9.1367741379e-01,6.9431088894e-01,5.9391817294e-01,9.9093773907e-05,1.2629510454e+04,1.4630597865e+05,6.5996026097e+03,3.1073482561e+04,6.0423961886e+00,-5.1377697330e-02,-4.4557051444e-03,-1.1493743642e-01,1.4290833326e-04,1.5723153043e+00,2.2799398578e+00,1.2440828464e-04,4.7481841697e+00,4.1377693497e+02
5.0236526747e+02,5.9757059701e+03,3.0117652749e+03,8.5332342582e-01,-5.8638465128e+00,8.9155299429e+00,-8.3992692246e-04,1.0671052937e+01,6.6917705161e+03,-2.6057766185e+00,7.6452792841e+04,2.9860029629e-05,2.1042126834e+05,7.0937115535e+04,-1.0137493292e+01,1.5398730236e-02,7.0937114811e+04,9.1367741641e-01,6.9431088401e-01,5.9391818274e-01,9.9093772877e-05,1.2629510454e+04,1.4630598308e+05,6.5996026007e+03,3.1073483011e+04,6.0424044875e+00,-5.1375909329e-02,-4.4555485096e-03,-1.1493347707e-01,1.4290833481e-04,1.5723153136e+00,2.2799398787e+00,1.2440776159e-04,4.7481920958e+00,4.1377051487e+02
5.0238887498e+02,5.9755675371e+03,3.0119757472e+03,8.5330359692e-01,-5.8640343353e+00,8.9154352757e+00,-8.3995381401e-04,1.0671077056e+01,6.6917416283e+03,-2.6057762791e+00,7.6452802797e+04,2.9860023796e-05,2.1042130944e+05,7.0937115535e+04,-1.0137493505e+01,1.5399152872e-02,7.0937114811e+04,9.1367742818e-01,6.9431086178e-01,5.9391822683e-01,9.9093768238e-05,1.2629510454e+04,1.4630600303e+05,6.5996025601e+03,3.1073485034e+04,6.0424418326e+00,-5.1367863305e-02,-4.4548436531e-03,-1.1491565988e-01,1.4290833637e-04,1.5723153553e+00,2.2799399728e+00,1.2440540774e-04,4.7482277713e+00,4.1374162707e+02
5.0249510876e+02,5.9749445336e+03,3.0129228450e+03,8.5321435902e-01,-5.8648795127e+00,8.9150091761e+00,-8.4007482254e-04,1.0671185549e+01,6.6916116876e+03,-2.6057747526e+00,7.6452847585e+04,2.9859997558e-05,2.1042149434e+05,7.0937115535e+04,-1.0137494464e+01,1.5401054606e-02,7.0937114811e+04,9.1367748114e-01,6.9431076176e-01,5.9391842523e-01,9.9093747362e-05,1.2629510454e+04,1.4630609279e+05,6.5996023775e+03,3.1073494136e+04,6.0426098895e+00,-5.1331655790e-02,-4.4516718044e-03,-1.1483548060e-01,1.4290835190e-04,1.5723155427e+00,2.2799403965e+00,1.2439481302e-04,4.7483883190e+00,4.1361168637e+02
5.0297316080e+02,5.9721399070e+03,3.0171842247e+03,8.5281262939e-01,-5.8686823292e+00,8.9130897629e+00,-8.4061929161e-04,1.0671672882e+01,6.6910280557e+03,-2.6057678948e+00,7.6453048792e+04,2.9859879680e-05,2.1042232502e+05,7.0937115535e+04,-1.0137498782e+01,1.5409609774e-02,7.0937114811e+04,9.1367771905e-01,6.9431031113e-01,5.9391931804e-01,9.9093653406e-05,1.2629510454e+04,1.4630649603e+05,6.5996015570e+03,3.1073535025e+04,6.0433662260e+00,-5.1168713734e-02,-4.4373985918e-03,-1.1447463437e-01,1.4290841250e-04,1.5723163860e+00,2.2799423029e+00,1.2434708801e-04,4.7491108588e+00,4.1302805443e+02
